time_rank,temperature,pressure,humidity,wind_speed,PM2.5,NO2,CO,O3,SO2
4241,23.3,1000.5,72.0,0.3,14.0,28.0,0.5,87.0,2.0
4242,23.1,1000.5,69.0,1.3,14.0,40.0,0.5,76.0,2.0
4243,22.9,1000.3,72.0,1.2,20.0,41.0,0.6,73.0,2.0
4244,22.3,1000.6,77.0,1.1,16.0,61.0,0.6,48.0,2.0
4245,22.0,1001.3,77.0,0.9,19.0,83.0,0.6,19.0,2.0
4246,21.9,1001.7,77.0,0.5,28.0,83.0,0.8,12.0,2.0
4247,21.7,1001.7,79.0,0.9,48.0,72.0,0.9,18.0,2.0
4248,21.6,1001.1,79.0,0.9,42.0,68.0,0.9,12.0,2.0
4249,21.3,1000.6,80.0,0.7,49.0,62.0,1.1,15.0,2.0
4250,21.2,1001.1,85.0,1.3,47.0,71.0,0.9,2.0,2.0
4251,20.4,1001.1,90.0,0.4,43.0,66.0,0.9,2.0,2.0
4252,20.2,1001.5,92.0,0.8,37.0,59.0,0.8,2.0,2.0
4253,20.3,1001.7,93.0,0.5,33.0,54.0,0.8,2.0,2.0
4254,20.3,1001.8,94.0,0.4,32.0,48.0,0.7,2.0,2.0
4255,21.9,1002.1,85.0,0.9,28.0,42.0,0.7,2.0,2.0
4256,23.1,1002.3,78.0,0.8,39.0,46.0,0.8,3.0,2.0
4257,24.4,1002.4,75.0,1.2,35.0,59.0,0.8,12.0,2.0
4258,25.5,1002.6,66.0,0.8,46.0,64.0,0.9,39.0,4.0
4259,26.6,1002.8,65.0,1.1,49.0,66.0,0.9,50.0,4.0
4260,27.4,1002.6,63.0,1.8,55.0,62.0,0.9,72.0,3.0
4261,27.9,1002.6,63.0,1.4,60.0,47.0,0.9,119.0,4.0
4262,28.2,1002.7,64.0,1.7,61.0,40.0,0.9,152.0,3.0
4263,28.5,1003.2,63.0,1.5,60.0,36.0,0.8,163.0,3.0
4264,27.6,1003.0,66.0,1.9,51.0,22.0,0.8,181.0,2.0
4265,27.2,1002.9,69.0,2.1,43.0,20.0,0.7,146.0,2.0
4266,26.9,1002.6,67.0,1.6,36.0,28.0,0.8,102.0,2.0
4267,26.4,1003.2,72.0,1.0,35.0,39.0,0.8,79.0,2.0
4268,25.7,1003.8,77.0,1.1,41.0,58.0,0.9,53.0,2.0
4269,25.5,1004.5,78.0,0.9,46.0,62.0,1.0,36.0,2.0
4270,25.4,1005.2,81.0,1.0,51.0,74.0,1.1,16.0,2.0
4271,24.6,1005.5,85.0,0.7,60.0,93.0,1.2,2.0,2.0
4272,23.7,1005.6,90.0,0.1,61.0,91.0,1.2,2.0,2.0
4273,23.1,1005.9,93.0,0.0,62.0,84.0,1.2,2.0,2.0
4274,22.8,1006.2,95.0,0.5,62.0,74.0,1.3,2.0,2.0
4275,22.5,1006.2,95.0,0.5,55.0,66.0,1.2,2.0,2.0
4276,22.3,1006.4,95.0,0.5,48.0,57.0,1.2,2.0,2.0
4277,22.7,1006.9,96.0,0.6,41.0,56.0,1.1,2.0,2.0
4278,23.6,1007.5,94.0,0.5,42.0,74.0,1.0,2.0,2.0
4279,25.1,1007.9,86.0,0.6,38.0,67.0,0.8,9.0,2.0
4280,26.6,1008.3,77.0,0.8,35.0,62.0,0.7,18.0,2.0
4281,27.3,1008.5,69.0,1.1,28.0,59.0,0.7,25.0,2.0
4282,28.8,1008.8,57.0,0.8,23.0,49.0,0.6,49.0,2.0
4283,28.7,1008.7,60.0,0.9,17.0,41.0,0.6,70.0,3.0
4284,29.6,1008.5,52.0,0.8,18.0,49.0,0.6,68.0,2.0
4285,30.5,1008.2,50.0,0.9,14.0,38.0,0.5,94.0,3.0
4286,30.5,1008.0,46.0,0.7,13.0,28.0,0.4,110.0,3.0
4287,30.1,1007.7,47.0,1.5,14.0,18.0,0.3,122.0,2.0
4288,29.3,1007.5,54.0,1.1,13.0,14.0,0.2,128.0,2.0
4289,28.8,1007.2,60.0,1.6,5.0,17.0,0.3,138.0,2.0
4290,28.6,1007.1,56.0,1.8,15.0,24.0,0.3,148.0,2.0
4291,27.2,1007.1,64.0,1.0,17.0,28.0,0.4,145.0,2.0
4292,25.1,1007.5,72.0,0.4,23.0,55.0,0.5,99.0,2.0
4293,24.0,1007.7,83.0,0.7,39.0,85.0,0.7,46.0,2.0
4294,23.5,1007.3,84.0,0.4,52.0,68.0,0.8,61.0,2.0
4295,22.9,1007.0,87.0,0.4,49.0,58.0,0.7,65.0,2.0
4296,24.2,1006.9,86.0,1.6,53.0,72.0,0.8,20.0,2.0
4297,23.9,1006.6,87.0,1.2,64.0,73.0,0.9,3.0,2.0
4298,22.8,1006.3,90.0,0.7,64.0,68.0,0.9,2.0,2.0
4299,21.7,1006.1,94.0,1.3,68.0,62.0,1.0,2.0,2.0
4300,22.0,1005.9,93.0,1.2,73.0,50.0,1.0,2.0,2.0
4301,21.7,1005.8,93.0,0.6,65.0,49.0,1.0,2.0,2.0
4302,22.1,1005.9,92.0,1.2,67.0,45.0,1.0,2.0,2.0
4303,22.9,1006.1,89.0,1.1,63.0,44.0,1.1,2.0,2.0
4304,24.0,1005.7,83.0,0.9,65.0,48.0,1.0,3.0,2.0
4305,24.2,1006.2,80.0,3.7,51.0,53.0,0.9,12.0,3.0
4306,26.4,1005.8,72.0,2.9,48.5,36.5,0.8,53.0,4.5
4307,26.3,1005.2,65.0,4.2,46.0,20.0,0.7,94.0,6.0
4308,26.8,1005.0,58.0,4.0,43.0,20.0,0.6,118.0,5.0
4309,27.2,1004.6,57.0,4.5,21.0,11.0,0.4,138.0,3.0
4310,27.9,1004.3,52.0,4.7,14.0,12.0,0.3,135.0,3.0
4311,27.8,1003.4,56.0,5.1,15.0,11.0,0.3,143.0,2.0
4312,27.5,1003.0,53.0,3.5,16.0,14.0,0.3,142.0,2.0
4313,28.1,1002.5,53.0,3.6,12.0,13.0,0.3,146.0,2.0
4314,27.2,1001.9,58.0,3.9,14.0,19.0,0.3,140.0,2.0
4315,26.1,1002.0,58.0,3.1,16.0,19.0,0.4,128.0,2.0
4316,25.0,1002.1,64.0,2.8,16.0,28.0,0.4,104.0,2.0
4317,24.1,1002.5,65.0,1.7,17.0,30.0,0.4,96.0,2.0
4318,23.7,1002.2,69.0,1.5,18.0,28.0,0.4,91.0,2.0
4319,22.4,1002.2,74.0,0.8,21.0,29.0,0.5,78.0,2.0
4320,20.5,1001.8,84.0,0.6,28.0,35.0,0.5,59.0,2.0
4321,19.1,1001.6,91.0,0.3,39.0,36.0,0.5,61.0,9.0
4322,18.6,1001.4,93.0,0.9,29.0,29.0,0.5,51.0,2.0
4323,18.3,1000.9,94.0,0.5,31.0,41.0,0.5,40.0,2.0
4324,18.3,1000.9,95.0,0.9,36.0,64.0,0.5,6.0,2.0
4325,18.1,1000.9,95.0,0.3,39.0,48.0,0.5,10.0,2.0
4326,18.6,1001.0,96.0,0.9,35.0,50.0,0.5,7.0,2.0
4327,21.4,1001.2,85.0,1.0,42.0,50.0,0.6,8.0,3.0
4328,24.5,1001.6,71.0,0.8,49.0,51.0,0.6,24.0,7.0
4329,25.6,1001.4,63.0,1.2,41.0,45.0,0.5,55.0,7.0
4330,26.8,1001.2,53.0,2.4,27.0,24.0,0.4,97.0,5.0
4331,27.9,1001.0,53.0,2.3,41.0,18.0,0.45,140.0,10.0
4332,28.4,1000.8,52.0,2.6,25.0,9.0,0.5,162.0,5.0
4333,29.2,1000.4,50.0,2.8,27.0,11.0,0.5,171.0,5.0
4334,29.8,999.8,51.0,2.8,33.0,10.0,0.4,187.0,5.0
4335,30.2,999.2,46.0,2.9,29.0,13.0,0.36666666700000006,183.0,3.0
4336,30.1,998.9,48.0,3.4,28.0,21.0,0.333333333,194.0,10.0
4337,29.4,999.0,54.0,3.1,18.0,13.0,0.3,198.0,3.0
4338,28.8,998.8,57.0,3.4,20.5,19.5,0.35,194.0,6.0
4339,27.7,999.5,61.0,2.8,23.0,26.0,0.4,190.0,9.0
4340,26.1,999.9,68.0,1.8,24.0,29.0,0.45,156.0,6.0
4341,25.3,1000.9,72.0,1.4,30.0,29.0,0.5,130.0,2.0
4342,24.3,1001.1,76.0,1.1,36.0,33.0,0.6,115.0,2.0
4343,23.4,1001.3,81.0,1.6,40.0,48.0,0.6,99.0,6.0
4344,22.6,1001.4,86.0,0.7,44.0,40.0,0.6,80.0,2.0
4345,23.0,1001.5,85.0,1.1,58.0,33.0,0.6,74.0,2.0
4346,22.0,1001.6,90.0,1.3,59.0,34.0,0.6,68.0,2.0
4347,21.4,1001.5,92.0,1.1,63.0,57.0,0.7,31.0,2.0
4348,21.1,1001.4,94.0,0.4,73.0,63.0,0.7,17.0,2.0
4349,20.7,1001.5,95.0,0.5,75.0,66.0,0.7,5.0,2.0
4350,20.9,1001.7,96.0,0.7,67.0,77.0,0.7666666670000001,12.0,12.0
4351,22.5,1002.2,94.0,0.5,84.0,75.0,0.833333333,18.0,1.0
4352,24.6,1002.3,81.0,0.3,105.0,73.0,0.9,16.0,3.0
4353,26.8,1002.2,71.0,1.4,87.0,58.0,0.8,64.0,4.0
4354,28.5,1002.3,62.0,1.0,80.0,55.0,0.8,95.0,3.0
4355,29.3,1001.9,59.0,2.0,77.0,38.0,0.7,155.0,3.0
4356,30.0,1001.6,55.0,2.4,73.0,30.0,0.7,204.0,3.0
4357,30.4,1001.2,55.0,1.9,78.0,20.0,0.7,250.0,3.0
4358,31.1,1000.9,54.0,2.1,68.0,15.0,0.7,257.0,2.0
4359,31.3,1000.9,51.0,2.5,63.0,15.0,0.6,245.0,2.0
4360,31.3,1000.9,52.0,3.1,57.0,15.0,0.6,245.0,2.0
4361,30.6,1001.2,55.0,3.6,59.0,13.0,0.7,260.0,2.0
4362,29.9,1001.4,58.0,3.1,63.0,17.0,0.7,251.0,2.0
4363,29.1,1001.5,61.0,1.5,59.0,18.0,0.8,247.0,2.0
4364,26.4,1001.9,74.0,0.8,53.0,23.0,0.9,231.0,2.0
4365,25.5,1002.4,79.0,1.1,63.0,39.0,1.0,177.0,2.0
4366,25.9,1002.8,79.0,1.0,73.0,46.0,1.1,152.0,2.0
4367,25.5,1002.9,81.0,1.2,69.0,57.0,1.1,133.0,3.0
4368,24.8,1003.0,85.0,1.2,69.0,38.0,0.9,124.0,4.0
4369,24.2,1003.2,89.0,0.7,67.0,43.0,0.9,91.0,3.0
4370,24.8,1003.3,87.0,0.9,67.0,51.0,0.9,61.0,3.0
4371,25.0,1003.2,86.0,0.4,70.0,38.0,0.9,51.0,2.0
4372,24.2,1003.1,91.0,0.3,73.0,35.0,0.8,36.0,2.0
4373,23.8,1003.2,93.0,0.4,70.0,28.0,0.7,36.0,2.0
4374,24.1,1003.2,93.0,0.8,65.0,36.0,0.8,29.0,2.0
4375,25.6,1003.3,89.0,1.7,78.0,68.0,1.0,3.0,2.0
4376,27.1,1003.6,81.0,1.6,82.0,56.0,1.0,15.0,3.0
4377,28.5,1003.5,77.0,1.4,79.0,44.0,1.0,46.0,4.0
4378,28.8,1003.5,72.0,2.0,74.0,35.0,1.0,89.0,3.0
4379,29.6,1003.4,69.0,2.6,64.0,25.0,1.0,117.0,3.0
4380,30.1,1002.9,66.0,2.3,47.0,11.0,0.7,144.0,2.0
4381,30.6,1002.6,68.0,1.5,38.0,9.0,0.5,143.0,2.0
4382,31.4,1001.9,64.0,2.2,34.0,9.0,0.5,153.0,2.0
4383,31.6,1001.3,60.0,2.6,29.0,7.0,0.5,152.0,2.0
4384,31.7,1000.9,62.0,2.2,24.0,7.0,0.5,153.0,2.0
4385,31.0,1000.6,64.0,1.6,27.0,9.0,0.5,156.0,2.0
4386,29.8,1000.5,71.0,2.2,31.0,15.0,0.5,136.0,2.0
4387,29.3,1001.0,74.0,1.4,38.0,25.0,0.6,135.0,2.0
4388,29.1,1001.6,75.0,0.8,45.0,34.0,0.7,125.0,2.0
4389,28.1,1001.9,79.0,1.6,47.0,36.0,0.7,99.0,2.0
4390,27.5,1001.7,79.0,1.4,44.0,39.0,0.6,68.0,2.0
4391,26.8,1001.8,81.0,1.5,36.0,41.0,0.566666667,56.0,12.0
4392,26.0,1001.6,85.0,1.4,41.0,44.0,0.533333333,40.0,6.0
4393,25.8,1001.0,84.0,1.0,47.0,44.0,0.5,28.0,9.0
4394,25.4,1000.6,85.0,1.1,36.0,42.0,0.46666666700000003,18.0,12.0
4395,25.1,1000.2,89.0,1.6,33.0,39.0,0.433333333,16.0,1.0
4396,25.3,1000.2,90.0,1.5,23.0,38.0,0.4,7.0,2.0
4397,25.4,1000.2,90.0,1.4,24.0,37.0,0.4,4.0,2.0
4398,25.6,1000.3,89.0,1.3,33.0,47.0,0.6,12.0,12.0
4399,26.3,1000.0,85.0,2.1,30.0,34.0,0.8,3.0,2.0
4400,26.3,1000.2,88.0,1.8,31.0,27.0,0.8,13.0,2.0
4401,26.5,1000.0,88.0,1.8,35.0,28.0,0.8,17.0,2.0
4402,28.3,999.6,78.0,2.8,41.0,25.0,0.9,22.0,2.0
4403,27.3,999.3,84.0,2.8,37.0,29.0,1.3,25.0,2.0
4404,29.9,998.3,71.0,3.0,33.0,29.0,1.6,34.0,5.0
4405,30.7,997.5,68.0,2.3,28.0,35.0,1.2,82.0,2.0
4406,30.5,996.8,70.0,2.7,23.0,18.0,0.8,100.0,2.0
4407,30.7,996.0,71.0,2.7,40.0,26.0,0.8,107.0,6.0
4408,30.6,995.3,70.0,3.2,29.0,16.0,0.8,129.0,2.0
4409,30.4,995.2,72.0,2.4,24.0,16.0,0.7,118.0,2.0
4410,29.7,994.8,71.0,1.9,18.0,21.0,0.5,105.0,2.0
4411,29.2,994.8,77.0,2.4,15.0,29.0,0.475,82.0,6.0
4412,29.0,994.8,79.0,3.6,29.0,40.0,0.45,61.0,12.0
4413,27.0,995.7,90.0,2.4,30.0,30.0,0.425,59.0,12.0
4414,25.3,994.9,94.0,1.3,16.0,18.0,0.4,41.0,2.0
4415,25.4,994.5,96.0,1.8,13.0,33.0,0.38,37.0,12.0
4416,25.3,993.7,96.0,2.0,17.0,21.0,0.36,38.0,6.0
4417,25.0,992.8,96.0,1.3,16.0,25.0,0.34,28.0,1.0
4418,25.1,991.9,96.0,1.1,14.0,24.0,0.32,40.0,1.0
4419,24.8,990.9,94.0,2.3,8.0,11.0,0.3,46.0,2.0
4420,24.5,990.7,93.0,1.1,3.0,12.0,0.3,44.0,2.0
4421,24.6,990.6,92.0,1.5,3.0,13.0,0.3,44.0,2.0
4422,24.9,990.4,91.0,0.4,3.0,22.0,0.3,32.0,2.0
4423,26.6,990.4,82.0,1.0,11.0,38.0,0.333333333,22.0,1.0
4424,28.4,991.1,72.0,1.7,20.0,27.0,0.36666666700000006,37.0,1.0
4425,29.1,991.5,71.0,2.5,13.0,24.0,0.4,41.0,2.0
4426,30.5,991.7,66.0,1.6,12.0,16.0,0.4,80.0,2.0
4427,32.1,991.2,62.0,2.1,13.0,13.0,0.4,115.0,2.0
4428,33.1,991.0,59.0,1.8,14.0,10.0,0.4,147.0,2.0
4429,33.6,990.7,57.0,2.2,14.5,9.0,0.4,166.0,2.0
4430,34.5,990.3,50.0,1.6,15.0,9.0,0.4,176.0,2.0
4431,35.2,990.2,51.0,2.4,23.0,10.0,0.4,171.0,2.0
4432,35.4,990.1,50.0,2.4,18.0,11.0,0.4,169.0,2.0
4433,35.0,990.2,53.0,2.2,28.0,11.0,0.5,191.0,2.0
4434,34.0,990.6,59.0,2.6,42.0,14.0,0.7,208.0,2.0
4435,32.6,991.0,66.0,2.2,42.0,22.0,0.6,184.0,2.0
4436,31.5,991.9,70.0,2.0,48.0,24.0,0.7,147.0,2.0
4437,30.6,992.7,74.0,2.1,51.0,35.0,0.6,109.0,2.0
4438,30.4,993.2,73.0,1.5,43.0,30.0,0.6,95.0,2.0
4439,29.3,993.5,80.0,1.3,54.0,36.0,0.6,76.0,2.0
4440,28.8,993.8,81.0,1.4,56.0,47.0,0.7,54.0,2.0
4441,28.4,993.9,83.0,1.5,61.0,46.0,0.6,46.0,2.0
4442,28.2,994.0,83.0,1.1,63.0,44.0,0.6,41.0,2.0
4443,26.1,994.2,91.0,1.4,66.0,49.0,0.6,29.0,2.0
4444,25.7,994.3,94.0,0.1,58.0,55.0,0.6,10.0,2.0
4445,25.4,994.8,95.0,0.8,38.0,62.0,0.5,2.0,2.0
4446,25.9,995.5,92.0,0.5,40.0,61.0,0.7,2.0,2.0
4447,27.6,995.7,83.0,1.0,44.0,57.0,0.7,7.0,2.0
4448,29.4,996.5,73.0,2.0,60.0,49.0,0.6,34.0,2.0
4449,30.6,996.7,60.0,1.8,37.0,47.0,0.6,59.0,2.0
4450,32.4,997.0,64.0,1.7,30.0,37.0,0.5,100.0,2.0
4451,33.8,996.7,45.0,1.2,27.0,27.0,0.5,147.0,4.0
4452,35.2,996.5,40.0,1.1,22.0,28.0,0.5,171.0,4.0
4453,36.3,996.2,36.0,1.0,22.0,21.0,0.4,215.0,4.0
4454,37.1,996.0,31.0,1.0,17.0,18.0,0.4,256.0,3.0
4455,37.1,995.5,34.0,1.6,14.0,17.0,0.4,286.0,2.0
4456,36.7,995.5,39.0,2.3,21.0,17.0,0.4,323.0,2.0
4457,33.5,996.0,42.0,3.4,22.0,19.0,0.3,205.0,2.0
4458,33.8,995.7,42.0,1.7,18.5,27.5,0.3,154.0,2.0
4459,32.2,995.9,48.0,1.2,15.0,36.0,0.3,103.0,2.0
4460,29.2,996.0,59.0,0.6,21.0,48.0,0.4,70.0,2.0
4461,28.7,996.8,64.0,1.1,26.0,72.0,0.5,25.0,2.0
4462,27.6,997.2,70.0,0.6,30.0,84.0,0.5,3.0,2.0
4463,26.5,997.4,75.0,0.7,28.0,79.0,0.6,2.0,2.0
4464,26.6,997.4,71.0,0.5,31.0,77.0,0.5,2.0,2.0
4465,25.3,997.4,80.0,0.3,30.0,74.0,0.5,2.0,2.0
4466,24.8,997.2,86.0,1.0,26.0,74.0,0.5,2.0,2.0
4467,24.6,997.3,88.0,0.3,30.0,75.0,0.7,2.0,2.0
4468,24.4,997.1,85.0,0.6,33.0,82.0,0.7,2.0,2.0
4469,24.2,997.3,76.0,0.5,20.0,80.0,0.5,2.0,2.0
4470,24.0,997.2,83.0,0.7,30.0,75.0,0.5,2.0,2.0
4471,26.7,997.3,73.0,1.2,39.0,63.0,0.6,10.0,2.0
4472,28.2,997.7,80.0,1.3,95.0,43.0,0.8,34.0,2.0
4473,29.9,997.8,69.0,1.9,69.0,33.33333333,0.666666667,65.33333333,2.0
4474,23.6,999.0,85.0,8.1,43.0,23.66666667,0.533333333,96.66666667,2.0
4475,27.9,997.2,75.0,2.1,17.0,14.0,0.4,128.0,2.0
4476,30.1,997.3,61.0,1.2,15.0,17.0,0.4,129.0,2.0
4477,30.9,997.0,53.0,1.4,21.0,22.0,0.4,146.0,2.0
4478,32.4,996.9,53.0,1.6,28.0,18.0,0.4,175.0,2.0
4479,32.6,995.7,53.0,2.8,34.0,36.0,0.5,203.0,2.0
4480,32.3,995.5,55.0,2.8,28.0,23.0,0.4,206.0,2.0
4481,32.1,995.2,61.0,3.7,28.0,19.0,0.5,216.0,2.0
4482,29.8,995.6,72.0,2.9,46.0,22.0,0.7,226.0,2.0
4483,28.6,996.2,76.0,1.9,46.0,31.0,0.9,175.0,2.0
4484,27.6,996.8,82.0,1.5,45.0,25.0,0.9,161.0,2.0
4485,28.5,997.4,76.0,2.7,47.0,31.0,0.8,130.0,2.0
4486,27.4,996.1,77.0,4.1,38.0,18.0,0.6,131.0,2.0
4487,25.4,997.1,71.0,3.3,26.0,14.0,0.4,119.0,2.0
4488,25.1,996.5,67.0,1.4,10.0,11.0,0.2,113.0,2.0
4489,23.7,996.2,79.0,1.2,11.0,17.0,0.2,91.0,2.0
4490,22.3,996.0,87.0,1.1,6.0,12.0,0.2,96.0,2.0
4491,21.9,995.8,89.0,1.3,13.0,65.0,0.3,19.0,2.0
4492,22.1,995.9,87.0,0.5,20.0,53.0,0.3,32.0,2.0
4493,21.7,995.9,90.0,1.2,32.0,65.0,0.4,11.0,2.0
4494,22.1,996.4,93.0,0.1,47.0,68.0,0.5,4.0,2.0
4495,25.7,996.7,80.0,0.6,52.0,66.0,0.6,11.0,2.0
4496,27.5,997.1,72.0,1.0,46.0,58.0,0.6,45.0,2.0
4497,28.4,997.0,67.0,1.0,55.0,58.0,0.6,65.0,2.0
4498,30.0,996.7,62.0,0.6,55.0,49.0,0.9,101.0,2.0
4499,31.6,996.2,57.0,1.3,41.0,35.0,0.5,143.0,2.0
4500,32.6,995.6,54.0,2.0,23.0,30.0,0.5,170.0,2.0
4501,33.2,995.2,47.0,2.8,26.0,15.0,0.4,215.0,2.0
4502,34.2,994.6,45.0,2.6,33.0,10.0,0.3,230.0,2.0
4503,35.0,994.1,38.0,3.0,19.0,10.0,0.3,208.0,2.0
4504,35.0,993.7,42.0,3.0,3.0,11.0,0.3,216.0,2.0
4505,34.5,993.6,43.0,3.0,13.0,11.0,0.3,220.0,2.0
4506,33.9,993.6,47.0,2.0,20.0,13.0,0.3,208.0,2.0
4507,32.2,994.1,56.0,1.9,25.0,19.0,0.4,196.0,2.0
4508,30.7,994.8,61.0,1.2,32.0,30.0,0.4,157.0,2.0
4509,29.3,995.5,66.0,0.9,43.0,35.0,0.5,126.0,2.0
4510,29.5,996.0,64.0,1.7,37.0,40.0,0.5,99.0,2.0
4511,28.6,996.0,62.0,1.2,40.5,54.5,0.5,63.0,2.0
4512,27.9,996.0,56.0,1.8,44.0,69.0,0.5,27.0,2.0
4513,28.8,995.7,44.0,1.9,29.0,66.0,0.4,15.0,2.0
4514,25.2,996.0,61.0,0.5,13.0,52.0,0.2,28.0,2.0
4515,23.3,996.0,71.0,0.3,11.0,57.0,0.2,18.0,2.0
4516,22.4,996.0,77.0,0.5,10.0,42.0,0.2,42.0,2.0
4517,22.7,996.1,77.0,0.2,4.0,63.0,0.2,11.0,2.0
4518,22.8,996.8,77.0,0.7,8.0,44.0,0.2,31.0,2.0
4519,26.9,997.1,56.0,1.2,6.0,44.0,0.2,34.0,2.0
4520,30.6,997.5,46.0,0.9,7.0,37.0,0.3,49.0,4.0
4521,31.3,997.6,40.0,2.0,6.0,34.0,0.3,63.0,4.0
4522,32.2,997.5,40.0,1.5,8.0,28.0,0.2,85.0,3.0
4523,32.6,997.3,36.0,2.1,13.0,17.0,0.2,115.0,2.0
4524,33.2,997.0,36.0,2.0,14.0,17.0,0.2,135.0,2.0
4525,34.1,996.5,35.0,1.7,9.0,13.0,0.2,162.0,2.0
4526,34.4,995.9,30.0,2.8,6.0,10.0,0.2,161.0,2.0
4527,34.2,995.2,35.0,1.7,3.0,11.0,0.1,144.0,2.0
4528,33.6,994.4,38.0,3.1,6.0,14.0,0.1,160.0,2.0
4529,33.1,994.5,38.0,3.4,13.0,15.0,0.2,175.0,2.0
4530,32.6,994.1,43.0,2.1,9.0,16.0,0.2,175.0,2.0
4531,31.7,994.5,45.0,1.8,15.0,22.0,0.2,155.0,2.0
4532,30.8,994.7,48.0,1.9,13.0,32.0,0.3,132.0,2.0
4533,28.8,995.3,58.0,1.2,14.0,30.0,0.3,113.0,2.0
4534,29.1,995.3,54.0,1.4,23.0,31.0,0.3,95.0,2.0
4535,27.2,995.5,62.0,1.2,23.0,28.0,0.3,90.0,2.0
4536,26.4,995.4,66.0,1.0,23.0,30.0,0.3,77.0,2.0
4537,24.2,995.3,79.0,1.3,21.0,41.0,0.3,55.0,2.0
4538,25.0,994.9,75.0,1.6,23.0,31.0,0.3,62.0,2.0
4539,24.5,994.6,82.0,1.2,24.0,25.0,0.3,64.0,2.0
4540,24.4,994.7,82.0,0.6,29.0,33.0,0.3,43.0,2.0
4541,24.1,994.4,86.0,1.3,29.0,45.0,0.4,25.0,2.0
4542,24.4,994.5,83.0,1.0,36.0,68.0,0.5,2.0,2.0
4543,25.2,994.9,85.0,0.6,37.0,65.0,0.5,3.0,2.0
4544,26.9,994.9,74.0,0.7,43.0,65.0,0.5,17.0,2.0
4545,29.7,994.9,62.0,1.3,51.0,78.0,0.6,41.0,5.0
4546,31.4,994.9,57.0,1.5,57.0,88.0,0.7,79.0,5.0
4547,32.0,994.7,55.0,1.5,64.0,68.0,0.6,151.0,5.0
4548,32.9,994.2,52.0,1.6,44.0,41.0,0.6,213.0,4.0
4549,33.7,993.4,50.0,1.4,46.0,28.0,0.5,289.0,5.0
4550,34.0,992.5,44.0,2.9,46.0,18.0,0.5,309.0,5.0
4551,34.4,991.9,46.0,2.4,36.0,21.0,0.3,246.0,5.0
4552,34.6,991.4,40.0,3.0,41.0,30.0,0.4,237.0,6.0
4553,33.9,991.5,46.0,2.8,30.0,20.0,0.4,208.0,4.0
4554,31.7,991.5,51.0,2.1,26.0,12.0,0.5,210.0,4.0
4555,31.4,991.6,53.0,1.6,32.0,18.0,0.6,206.0,4.0
4556,29.8,992.2,61.0,1.4,31.0,24.0,0.7,178.0,5.0
4557,28.4,993.6,57.0,2.9,29.0,26.0,0.4,124.0,2.0
4558,25.1,993.9,81.0,1.9,24.0,20.0,0.4,97.0,2.0
4559,23.9,993.8,80.0,1.6,15.0,17.0,0.2,91.0,2.0
4560,23.0,994.8,83.0,3.6,15.0,18.0,0.2,103.0,2.0
4561,22.1,993.9,84.0,1.8,11.0,17.0,0.2,105.0,2.0
4562,21.9,993.9,88.0,2.0,6.0,25.0,0.2,89.0,2.0
4563,21.9,993.9,90.0,1.3,17.0,22.0,0.2,80.0,2.0
4564,22.3,993.5,84.0,1.6,17.0,23.0,0.2,76.0,2.0
4565,21.9,993.5,86.0,1.7,22.0,24.0,0.2,78.0,2.0
4566,21.8,993.5,87.0,1.7,24.0,27.0,0.3,71.0,2.0
4567,22.3,993.6,85.0,1.4,32.0,40.0,0.3,48.0,2.0
4568,22.9,994.1,83.0,1.6,23.0,36.0,0.3,67.0,2.0
4569,24.0,993.9,79.0,1.8,25.0,36.0,0.3,69.0,2.0
4570,26.1,993.7,71.0,1.7,25.0,30.0,0.3,90.0,2.0
4571,26.8,993.9,68.0,1.6,25.0,27.0,0.3,109.0,2.0
4572,28.3,993.5,62.0,1.6,28.0,22.0,0.3,139.0,2.0
4573,29.0,992.9,59.0,2.5,25.0,21.0,0.3,170.0,2.0
4574,29.7,992.3,55.0,2.7,26.0,13.0,0.3,207.0,2.0
4575,29.6,992.1,53.0,2.3,13.0,11.0,0.2,178.0,2.0
4576,29.6,991.8,59.0,2.9,21.0,11.0,0.2,185.0,2.0
4577,28.9,991.6,62.0,2.0,22.0,11.0,0.3,172.0,2.0
4578,29.1,992.5,62.0,1.7,22.0,15.0,0.3,163.0,2.0
4579,27.3,992.5,75.0,1.9,24.0,15.0,0.3,157.0,2.0
4580,27.0,992.8,77.0,1.7,25.0,21.0,0.4,142.0,2.0
4581,26.4,993.6,80.0,1.6,34.0,20.0,0.4,137.0,2.0
4582,26.0,993.1,80.0,2.0,48.0,24.0,0.6,133.0,2.0
4583,26.0,993.6,81.0,1.1,58.0,26.0,0.8,133.0,2.0
4584,25.5,993.4,84.0,1.0,68.0,37.0,0.7,87.0,2.0
4585,24.4,993.4,90.0,0.3,64.0,83.0,0.6,5.0,2.0
4586,23.4,993.5,93.0,0.9,66.0,81.0,0.6,2.0,2.0
4587,23.1,993.6,94.0,1.2,62.0,76.0,0.5,2.0,2.0
4588,23.6,993.8,94.0,0.8,64.0,73.0,0.5,2.0,2.0
4589,23.6,994.0,95.0,0.9,82.0,68.0,0.7,2.0,2.0
4590,23.2,994.6,95.0,0.1,98.0,65.0,0.7,2.0,2.0
4591,24.3,994.9,94.0,0.3,74.0,61.0,0.6,4.0,2.0
4592,26.2,995.4,83.0,1.4,106.0,67.0,0.8,17.0,2.0
